OTU	assignmentQual	taxID	superkingdom	phylum	class	order	family	genus	species
OTU_3329	Low	134558	Eukaryota					Ministeria	Ministeria vibrans
OTU_3330	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3331	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3332	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3333	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3334	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3335	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3336	Low	1696049	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	Asterionellopsis tropicalis
OTU_3337	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3338	Low	112031	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Achlya	Achlya oligacantha
OTU_3339	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3340	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3341	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3342	Low	1861800	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Impatiophila	Impatiophila chiasmosternata
OTU_3343	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3344	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3345	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3346	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3347	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3348	High	33649	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides
OTU_3349	Low	1973054	Eukaryota				Vannellidae	Vannella	Vannella sp.
OTU_3350	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3351	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3352	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3353	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3354	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3356	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3357	Low	2358479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. DSM 106434
OTU_3358	Low	1535388	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae		Chordariaceae sp. 10 AP-2014
OTU_3359	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3360	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3361	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3362	Low	1514139	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	Pleurosigma strigosum
OTU_3363	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3364	Low	2065310	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sp. 'guadalupesoil'
OTU_3365	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3366	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3367	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3368	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3369	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3370	Low	134686	Eukaryota		Oomycetes	Leptomitales		Apodachlya	Apodachlya minima
OTU_3372	Low	101203	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia parasitica
OTU_3373	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3374	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3376	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3377	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3378	High-MH	None	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
OTU_3379	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3380	Low	1089214	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia cf. microstauron
OTU_3381	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3382	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3383	Low	65659	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba comandoni
OTU_3384	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_3385	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3386	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_3387	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3389	Low	459883	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora quercetorum
OTU_3390	Low	120418	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia litoralis
OTU_3391	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3392	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3393	Low	2421551	Eukaryota	Arthropoda	Arachnida	Sarcoptiformes	Acaridae		Acaridae sp. BIOUG25798-F01
OTU_3394	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3395	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3396	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3397	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3398	Low	335918	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula glaciei
OTU_3399	Low	4785	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora cinnamomi
OTU_3401	Low	1705422	Eukaryota	Gastrotricha		Macrodasyida	Macrodasyidae	Urodasys	Urodasys sp. 114a
OTU_3402	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3403	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3404	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3405	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3406	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3407	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3408	High	1954227	Eukaryota	Mollusca	Bivalvia	Mytiloida	Mytilidae	Arcuatula	Arcuatula senhousia
OTU_3409	Low	73577	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales		Gliocladium	Gliocladium viride
OTU_3410	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3411	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3412	Low	1861856	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sp. x virginiana-like-3
OTU_3413	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3414	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3415	Low	1955568	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Spumella	Spumella sp.
OTU_3416	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3417	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3418	Low	1740200	Eukaryota	Arthropoda	Insecta	Diptera	Syrphidae	Graptomyza	Graptomyza triangulifera
OTU_3419	Low	192020	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium carolinianum
OTU_3420	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3422	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3423	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3424	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3425	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3426	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3427	High	338210	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	Necora	Necora puber
OTU_3428	Low	2583469	Eukaryota	Arthropoda	Malacostraca	Amphipoda			Amphipoda sp. DNAS-1B6-193928
OTU_3429	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3430	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3431	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3432	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3433	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3434	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3435	High-MH	None	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	NA
OTU_3436	Low	2592988	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae		Ectinosomatidae sp. SR-2019
OTU_3437	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3438	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3439	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3440	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3441	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3442	Low	179441	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Ceracia	Ceracia dentata
OTU_3443	Low	2058135	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
OTU_3444	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3445	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3446	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3447	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3448	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3449	Low	216823	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema menzelii
OTU_3450	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3451	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3452	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3453	Low	289610	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Halophytophthora	Halophytophthora avicenniae
OTU_3454	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3455	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3456	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3457	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3458	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3459	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3460	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3461	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3462	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3463	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_3464	High-MH	None	Eukaryota		Dinophyceae	NA	NA	NA	NA
OTU_3465	Low	120995	Eukaryota	Annelida	Polychaeta		Dinophilidae	Dinophilus	Dinophilus gyrociliatus
OTU_3466	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3467	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3468	Low	1955561	Eukaryota		Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.
OTU_3469	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3470	Low	265559	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula ramosissima
OTU_3471	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3472	Low	265581	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Psammodictyon	Psammodictyon panduriforme
OTU_3474	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3475	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3476	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3477	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3478	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3479	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3480	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3481	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3482	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3483	Low	1312072	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-12
OTU_3484	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3485	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3486	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3487	Low	1117030	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella encystans
OTU_3488	Low	2204297	NA	NA	NA	NA	NA	NA	NA
OTU_3489	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3490	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3491	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3492	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3493	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3494	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3495	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3496	Low	1082670	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	Cyclotella sp. MBTD-CMFRI-S052
OTU_3497	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3498	Low	2047823	Eukaryota				Vannellidae	Ripella	Ripella tribonemae
OTU_3499	Low	1803846	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga	Flavivirga eckloniae
OTU_3500	Low	33653	Eukaryota			Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis
OTU_3501	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3502	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3503	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_3504	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3505	High-MH	None	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	NA
OTU_3506	Low	1545706	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp. LG-2014a
OTU_3507	Low	859653	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae		alpha proteobacterium HIMB5
OTU_3508	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3509	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3510	High-MH	None	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Hymeniacidon	NA
OTU_3511	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3512	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3513	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3514	High	874270	Eukaryota	Arthropoda	Malacostraca	Decapoda	Porcellanidae	Pisidia	Pisidia longicornis
OTU_3515	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3516	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3518	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3519	High-MH	None	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	NA	NA
OTU_3520	Low	2358479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. DSM 106434
OTU_3521	Low	129350	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora colocasiae
OTU_3522	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3524	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3525	Low	983544	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. 5H-3-7-4
OTU_3526	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3527	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3528	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3529	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3530	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3531	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3532	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3533	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3534	Low	33653	Eukaryota			Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis
OTU_3535	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3536	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_3537	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3538	Low	2020319	Eukaryota				Paramoebidae	Neoparamoeba	Neoparamoeba longipodia
OTU_3539	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3540	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3541	Low	542766	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales		Jaminaea	Jaminaea angkorensis
OTU_3542	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3543	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3544	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3545	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3546	Low	1388755	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
OTU_3547	Low	996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
OTU_3548	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3550	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3551	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3552	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3553	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3554	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3555	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3556	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3557	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3558	Low	601994	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces iridis
OTU_3559	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3560	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3561	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3562	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3564	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3565	Low	65659	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba comandoni
OTU_3566	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3567	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3568	High	2893	Eukaryota		Phaeophyceae	Ectocarpales	Scytosiphonaceae	Petalonia	Petalonia fascia
OTU_3569	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3570	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3571	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_3572	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3573	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3574	Low	81824	Eukaryota			Choanoflagellida	Salpingoecidae	Monosiga	Monosiga brevicollis
OTU_3575	High	7454	Eukaryota	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespula	Vespula vulgaris
OTU_3576	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3577	Low	438356	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora sojina
OTU_3578	High	1405805	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoglaucus
OTU_3579	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3580	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3581	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3582	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3583	High	6063	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea
OTU_3584	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3585	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3586	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3587	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3588	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3589	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3590	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3591	Low	65658	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba astronyxis
OTU_3592	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3593	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3594	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3595	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3596	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3597	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_3598	Low	661990	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Eucheilota	Eucheilota maculata
OTU_3599	Low	1336804	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. Hel1_33_78
OTU_3600	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3601	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3602	High	1117030	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella encystans
OTU_3603	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3605	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3606	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3607	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3608	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3609	Low	859653	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae		alpha proteobacterium HIMB5
OTU_3610	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3611	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3612	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3613	Low	81824	Eukaryota			Choanoflagellida	Salpingoecidae	Monosiga	Monosiga brevicollis
OTU_3614	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3615	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3618	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3619	Low	1955561	Eukaryota		Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.
OTU_3620	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3621	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3622	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3623	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3624	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3625	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3626	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3627	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3628	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3629	Low	533304	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola levissima
OTU_3630	Low	1803846	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga	Flavivirga eckloniae
OTU_3631	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3632	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3633	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3634	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3635	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3636	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3637	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3638	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3639	Low	335918	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula glaciei
OTU_3640	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3641	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3642	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3643	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3644	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3645	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_3646	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3647	High	112780	Eukaryota	Arthropoda	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia sinica
OTU_3648	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3649	Low	431571	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia acrosphaeria
OTU_3650	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3651	Low	89940	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana
OTU_3652	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3653	Low	529818	Eukaryota				Apusomonadidae	Thecamonas	Thecamonas trahens
OTU_3654	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3655	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3656	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3657	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3658	Low	33649	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides
OTU_3659	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3660	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3661	Low	4796	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora palmivora
OTU_3663	Low	321614	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum
OTU_3664	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3665	High	41875	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
OTU_3666	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_3667	Low	2856	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
OTU_3668	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3669	Low	946204	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium sp. YYL-2011b
OTU_3670	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3671	Low	313997	Eukaryota			Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium minus
OTU_3672	None	None	NA	NA	NA	NA	NA	NA	NA
